model,prompt_version,subject,n,accuracy
openai/gpt-3.5-turbo,baseline_regex_v1,high_school_world_history,47,0.8085106382978723
openai/gpt-3.5-turbo,baseline_regex_v1,human_aging,45,0.7333333333333333
openai/gpt-3.5-turbo,baseline_regex_v1,human_sexuality,26,0.7692307692307693
openai/gpt-3.5-turbo,baseline_regex_v1,international_law,24,0.875
openai/gpt-3.5-turbo,baseline_regex_v1,jurisprudence,22,0.8181818181818182
openai/gpt-3.5-turbo,baseline_regex_v1,logical_fallacies,33,0.6666666666666666
openai/gpt-3.5-turbo,baseline_regex_v1,machine_learning,22,0.3181818181818182
openai/gpt-3.5-turbo,baseline_regex_v1,management,21,0.7619047619047619
openai/gpt-3.5-turbo,baseline_regex_v1,marketing,47,0.8723404255319149
openai/gpt-3.5-turbo,baseline_regex_v1,medical_genetics,20,0.75
openai/gpt-3.5-turbo,baseline_regex_v1,miscellaneous,157,0.8471337579617835
openai/gpt-3.5-turbo,baseline_regex_v1,moral_disputes,69,0.855072463768116
openai/gpt-3.5-turbo,baseline_regex_v1,moral_scenarios,179,0.3407821229050279
openai/gpt-3.5-turbo,baseline_regex_v1,nutrition,61,0.6885245901639344
openai/gpt-3.5-turbo,baseline_regex_v1,philosophy,62,0.7258064516129032
openai/gpt-3.5-turbo,baseline_regex_v1,prehistory,65,0.6615384615384615
openai/gpt-3.5-turbo,baseline_regex_v1,professional_accounting,56,0.44642857142857145
openai/gpt-3.5-turbo,baseline_regex_v1,professional_law,307,0.49185667752442996
openai/gpt-3.5-turbo,baseline_regex_v1,professional_medicine,54,0.7962962962962963
openai/gpt-3.5-turbo,baseline_regex_v1,professional_psychology,122,0.6721311475409836
openai/gpt-3.5-turbo,baseline_regex_v1,public_relations,22,0.5454545454545454
openai/gpt-3.5-turbo,baseline_regex_v1,security_studies,49,0.6938775510204082
openai/gpt-3.5-turbo,baseline_regex_v1,sociology,40,0.85
openai/gpt-3.5-turbo,baseline_regex_v1,us_foreign_policy,20,0.9
openai/gpt-3.5-turbo,baseline_regex_v1,virology,33,0.42424242424242425
openai/gpt-3.5-turbo,baseline_regex_v1,world_religions,34,0.7647058823529411
openai/gpt-3.5-turbo,baseline_regex_v1,__OVERALL_WEIGHTED__,2809,0.6411534353862585
openai/gpt-3.5-turbo,baseline_reasoning_v2,abstract_algebra,20,0.3
openai/gpt-3.5-turbo,baseline_reasoning_v2,anatomy,27,0.6666666666666666
openai/gpt-3.5-turbo,baseline_reasoning_v2,astronomy,30,0.5
openai/gpt-3.5-turbo,baseline_reasoning_v2,business_ethics,20,0.65
openai/gpt-3.5-turbo,baseline_reasoning_v2,clinical_knowledge,53,0.6226415094339622
openai/gpt-3.5-turbo,baseline_reasoning_v2,college_biology,29,0.7931034482758621
openai/gpt-3.5-turbo,baseline_reasoning_v2,college_chemistry,20,0.55
openai/gpt-3.5-turbo,baseline_reasoning_v2,college_computer_science,20,0.65
openai/gpt-3.5-turbo,baseline_reasoning_v2,college_mathematics,20,0.25
openai/gpt-3.5-turbo,baseline_reasoning_v2,college_medicine,35,0.6285714285714286
openai/gpt-3.5-turbo,baseline_reasoning_v2,college_physics,20,0.3
openai/gpt-3.5-turbo,baseline_reasoning_v2,computer_security,20,0.75
openai/gpt-3.5-turbo,baseline_reasoning_v2,conceptual_physics,47,0.5319148936170213
openai/gpt-3.5-turbo,baseline_reasoning_v2,econometrics,23,0.5652173913043478
openai/gpt-3.5-turbo,baseline_reasoning_v2,electrical_engineering,29,0.5172413793103449
openai/gpt-3.5-turbo,baseline_reasoning_v2,elementary_mathematics,76,0.39473684210526316
openai/gpt-3.5-turbo,baseline_reasoning_v2,formal_logic,25,0.32
openai/gpt-3.5-turbo,baseline_reasoning_v2,global_facts,20,0.3
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_biology,62,0.8387096774193549
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_chemistry,41,0.5365853658536586
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_computer_science,20,0.65
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_european_history,33,0.6060606060606061
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_geography,40,0.675
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_government_and_politics,39,0.9230769230769231
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_macroeconomics,78,0.6153846153846154
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_mathematics,54,0.1111111111111111
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_microeconomics,48,0.6666666666666666
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_physics,30,0.4
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_psychology,109,0.7889908256880734
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_statistics,43,0.4418604651162791
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_us_history,41,0.8536585365853658
openai/gpt-3.5-turbo,baseline_reasoning_v2,high_school_world_history,47,0.723404255319149
openai/gpt-3.5-turbo,baseline_reasoning_v2,human_aging,45,0.7333333333333333
openai/gpt-3.5-turbo,baseline_reasoning_v2,human_sexuality,26,0.7307692307692307
openai/gpt-3.5-turbo,baseline_reasoning_v2,international_law,24,0.75
openai/gpt-3.5-turbo,baseline_reasoning_v2,jurisprudence,22,0.7272727272727273
openai/gpt-3.5-turbo,baseline_reasoning_v2,logical_fallacies,33,0.696969696969697
openai/gpt-3.5-turbo,baseline_reasoning_v2,machine_learning,22,0.4090909090909091
openai/gpt-3.5-turbo,baseline_reasoning_v2,management,21,0.7619047619047619
openai/gpt-3.5-turbo,baseline_reasoning_v2,marketing,47,0.8297872340425532
openai/gpt-3.5-turbo,baseline_reasoning_v2,medical_genetics,20,0.75
openai/gpt-3.5-turbo,baseline_reasoning_v2,miscellaneous,157,0.8089171974522293
openai/gpt-3.5-turbo,baseline_reasoning_v2,moral_disputes,69,0.7536231884057971
openai/gpt-3.5-turbo,baseline_reasoning_v2,moral_scenarios,179,0.329608938547486
openai/gpt-3.5-turbo,baseline_reasoning_v2,nutrition,61,0.7049180327868853
openai/gpt-3.5-turbo,baseline_reasoning_v2,philosophy,62,0.7096774193548387
openai/gpt-3.5-turbo,baseline_reasoning_v2,prehistory,65,0.6
openai/gpt-3.5-turbo,baseline_reasoning_v2,professional_accounting,56,0.48214285714285715
openai/gpt-3.5-turbo,baseline_reasoning_v2,professional_law,307,0.46905537459283386
openai/gpt-3.5-turbo,baseline_reasoning_v2,professional_medicine,54,0.6851851851851852
openai/gpt-3.5-turbo,baseline_reasoning_v2,professional_psychology,122,0.639344262295082
openai/gpt-3.5-turbo,baseline_reasoning_v2,public_relations,22,0.6363636363636364
openai/gpt-3.5-turbo,baseline_reasoning_v2,security_studies,49,0.7346938775510204
openai/gpt-3.5-turbo,baseline_reasoning_v2,sociology,40,0.8
openai/gpt-3.5-turbo,baseline_reasoning_v2,us_foreign_policy,20,0.95
openai/gpt-3.5-turbo,baseline_reasoning_v2,virology,33,0.36363636363636365
openai/gpt-3.5-turbo,baseline_reasoning_v2,world_religions,34,0.6764705882352942
openai/gpt-3.5-turbo,baseline_reasoning_v2,__OVERALL_WEIGHTED__,2809,0.6027055891776433
openai/gpt-3.5-turbo,baseline_concise_v3,abstract_algebra,20,0.3
openai/gpt-3.5-turbo,baseline_concise_v3,anatomy,27,0.8148148148148148
openai/gpt-3.5-turbo,baseline_concise_v3,astronomy,30,0.6
openai/gpt-3.5-turbo,baseline_concise_v3,business_ethics,20,0.55
openai/gpt-3.5-turbo,baseline_concise_v3,clinical_knowledge,53,0.6037735849056604
openai/gpt-3.5-turbo,baseline_concise_v3,college_biology,29,0.8275862068965517
openai/gpt-3.5-turbo,baseline_concise_v3,college_chemistry,20,0.5
openai/gpt-3.5-turbo,baseline_concise_v3,college_computer_science,20,0.6
openai/gpt-3.5-turbo,baseline_concise_v3,college_mathematics,20,0.35
openai/gpt-3.5-turbo,baseline_concise_v3,college_medicine,35,0.6571428571428571
openai/gpt-3.5-turbo,baseline_concise_v3,college_physics,20,0.6
openai/gpt-3.5-turbo,baseline_concise_v3,computer_security,20,0.7
openai/gpt-3.5-turbo,baseline_concise_v3,conceptual_physics,47,0.5531914893617021
openai/gpt-3.5-turbo,baseline_concise_v3,econometrics,23,0.5217391304347826
openai/gpt-3.5-turbo,baseline_concise_v3,electrical_engineering,29,0.6206896551724138
openai/gpt-3.5-turbo,baseline_concise_v3,elementary_mathematics,76,0.4342105263157895
openai/gpt-3.5-turbo,baseline_concise_v3,formal_logic,25,0.4
openai/gpt-3.5-turbo,baseline_concise_v3,global_facts,20,0.4
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_biology,62,0.8064516129032258
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_chemistry,41,0.6097560975609756
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_computer_science,20,0.65
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_european_history,33,0.696969696969697
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_geography,40,0.825
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_government_and_politics,39,0.8974358974358975
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_macroeconomics,78,0.5897435897435898
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_mathematics,54,0.37037037037037035
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_microeconomics,48,0.6041666666666666
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_physics,30,0.43333333333333335
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_psychology,109,0.8807339449541285
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_statistics,43,0.4883720930232558
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_us_history,41,0.8536585365853658
openai/gpt-3.5-turbo,baseline_concise_v3,high_school_world_history,47,0.8085106382978723
openai/gpt-3.5-turbo,baseline_concise_v3,human_aging,45,0.7555555555555555
openai/gpt-3.5-turbo,baseline_concise_v3,human_sexuality,26,0.8076923076923077
openai/gpt-3.5-turbo,baseline_concise_v3,international_law,24,0.8333333333333334
openai/gpt-3.5-turbo,baseline_concise_v3,jurisprudence,22,0.7272727272727273
openai/gpt-3.5-turbo,baseline_concise_v3,logical_fallacies,33,0.7575757575757576
openai/gpt-3.5-turbo,baseline_concise_v3,machine_learning,22,0.22727272727272727
openai/gpt-3.5-turbo,baseline_concise_v3,management,21,0.7142857142857143
openai/gpt-3.5-turbo,baseline_concise_v3,marketing,47,0.8085106382978723
openai/gpt-3.5-turbo,baseline_concise_v3,medical_genetics,20,0.75
openai/gpt-3.5-turbo,baseline_concise_v3,miscellaneous,157,0.8343949044585988
openai/gpt-3.5-turbo,baseline_concise_v3,moral_disputes,69,0.6956521739130435
openai/gpt-3.5-turbo,baseline_concise_v3,moral_scenarios,179,0.2569832402234637
openai/gpt-3.5-turbo,baseline_concise_v3,nutrition,61,0.7049180327868853
openai/gpt-3.5-turbo,baseline_concise_v3,philosophy,62,0.6935483870967742
openai/gpt-3.5-turbo,baseline_concise_v3,prehistory,65,0.6307692307692307
openai/gpt-3.5-turbo,baseline_concise_v3,professional_accounting,56,0.4642857142857143
openai/gpt-3.5-turbo,baseline_concise_v3,professional_law,307,0.4788273615635179
openai/gpt-3.5-turbo,baseline_concise_v3,professional_medicine,54,0.7037037037037037
openai/gpt-3.5-turbo,baseline_concise_v3,professional_psychology,122,0.5901639344262295
openai/gpt-3.5-turbo,baseline_concise_v3,public_relations,22,0.45454545454545453
openai/gpt-3.5-turbo,baseline_concise_v3,security_studies,49,0.6122448979591837
openai/gpt-3.5-turbo,baseline_concise_v3,sociology,40,0.85
openai/gpt-3.5-turbo,baseline_concise_v3,us_foreign_policy,20,0.9
openai/gpt-3.5-turbo,baseline_concise_v3,virology,33,0.36363636363636365
openai/gpt-3.5-turbo,baseline_concise_v3,world_religions,34,0.7941176470588235
openai/gpt-3.5-turbo,baseline_concise_v3,__OVERALL_WEIGHTED__,2809,0.615877536489854
openai/gpt-3.5-turbo,baseline_detailed_v4,abstract_algebra,20,0.4
openai/gpt-3.5-turbo,baseline_detailed_v4,anatomy,27,0.7777777777777778
openai/gpt-3.5-turbo,baseline_detailed_v4,astronomy,30,0.5666666666666667
openai/gpt-3.5-turbo,baseline_detailed_v4,business_ethics,20,0.65
openai/gpt-3.5-turbo,baseline_detailed_v4,clinical_knowledge,53,0.6981132075471698
openai/gpt-3.5-turbo,baseline_detailed_v4,college_biology,29,0.7931034482758621
openai/gpt-3.5-turbo,baseline_detailed_v4,college_chemistry,20,0.6
openai/gpt-3.5-turbo,baseline_detailed_v4,college_computer_science,20,0.6
openai/gpt-3.5-turbo,baseline_detailed_v4,college_mathematics,20,0.45
openai/gpt-3.5-turbo,baseline_detailed_v4,college_medicine,35,0.7142857142857143
openai/gpt-3.5-turbo,baseline_detailed_v4,college_physics,20,0.6
openai/gpt-3.5-turbo,baseline_detailed_v4,computer_security,20,0.8
openai/gpt-3.5-turbo,baseline_detailed_v4,conceptual_physics,47,0.5957446808510638
openai/gpt-3.5-turbo,baseline_detailed_v4,econometrics,23,0.5217391304347826
openai/gpt-3.5-turbo,baseline_detailed_v4,electrical_engineering,29,0.6206896551724138
openai/gpt-3.5-turbo,baseline_detailed_v4,elementary_mathematics,76,0.5
openai/gpt-3.5-turbo,baseline_detailed_v4,formal_logic,25,0.44
openai/gpt-3.5-turbo,baseline_detailed_v4,global_facts,20,0.3
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_biology,62,0.8064516129032258
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_chemistry,41,0.6097560975609756
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_computer_science,20,0.7
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_european_history,33,0.6363636363636364
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_geography,40,0.775
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_government_and_politics,39,0.8974358974358975
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_macroeconomics,78,0.6666666666666666
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_mathematics,54,0.3888888888888889
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_microeconomics,48,0.6875
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_physics,30,0.4666666666666667
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_psychology,109,0.926605504587156
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_statistics,43,0.4883720930232558
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_us_history,41,0.926829268292683
openai/gpt-3.5-turbo,baseline_detailed_v4,high_school_world_history,47,0.7872340425531915
openai/gpt-3.5-turbo,baseline_detailed_v4,human_aging,45,0.7333333333333333
openai/gpt-3.5-turbo,baseline_detailed_v4,human_sexuality,26,0.7692307692307693
openai/gpt-3.5-turbo,baseline_detailed_v4,international_law,24,0.7916666666666666
openai/gpt-3.5-turbo,baseline_detailed_v4,jurisprudence,22,0.8181818181818182
openai/gpt-3.5-turbo,baseline_detailed_v4,logical_fallacies,33,0.6666666666666666
openai/gpt-3.5-turbo,baseline_detailed_v4,machine_learning,22,0.3181818181818182
openai/gpt-3.5-turbo,baseline_detailed_v4,management,21,0.7619047619047619
openai/gpt-3.5-turbo,baseline_detailed_v4,marketing,47,0.8723404255319149
openai/gpt-3.5-turbo,baseline_detailed_v4,medical_genetics,20,0.75
openai/gpt-3.5-turbo,baseline_detailed_v4,miscellaneous,157,0.8280254777070064
openai/gpt-3.5-turbo,baseline_detailed_v4,moral_disputes,69,0.782608695652174
openai/gpt-3.5-turbo,baseline_detailed_v4,moral_scenarios,179,0.2905027932960894
openai/gpt-3.5-turbo,baseline_detailed_v4,nutrition,61,0.7377049180327869
openai/gpt-3.5-turbo,baseline_detailed_v4,philosophy,62,0.7580645161290323
openai/gpt-3.5-turbo,baseline_detailed_v4,prehistory,65,0.676923076923077
openai/gpt-3.5-turbo,baseline_detailed_v4,professional_accounting,56,0.48214285714285715
openai/gpt-3.5-turbo,baseline_detailed_v4,professional_law,307,0.504885993485342
openai/gpt-3.5-turbo,baseline_detailed_v4,professional_medicine,54,0.7777777777777778
openai/gpt-3.5-turbo,baseline_detailed_v4,professional_psychology,122,0.7377049180327869
openai/gpt-3.5-turbo,baseline_detailed_v4,public_relations,22,0.5909090909090909
openai/gpt-3.5-turbo,baseline_detailed_v4,security_studies,49,0.7346938775510204
openai/gpt-3.5-turbo,baseline_detailed_v4,sociology,40,0.85
openai/gpt-3.5-turbo,baseline_detailed_v4,us_foreign_policy,20,0.95
openai/gpt-3.5-turbo,baseline_detailed_v4,virology,33,0.36363636363636365
openai/gpt-3.5-turbo,baseline_detailed_v4,world_religions,34,0.7941176470588235
openai/gpt-3.5-turbo,baseline_detailed_v4,__OVERALL_WEIGHTED__,2809,0.6511213955144179
