question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 11.5,Materials: Ceramics,openai/o4-mini,text_only,0.698,698,N,llm_only,15096
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 11.6,Materials: Glasses,openai/o4-mini,text_only,"(485,509)","(485, 509)",Y,llm_only,19075
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.2,Materials: Polymers,openai/o4-mini,text_only,15013,15010,N,llm_only,5434
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.3,Materials: Polymers,openai/o4-mini,text_only,"(4.22,115.5)","(5.96, 189)",N,llm_only,31390
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.5,Materials: Polymers,openai/o4-mini,text_only,1.39,1.39,Y,llm_only,14160
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.6,Materials: Glasses,openai/o4-mini,text_only,"(84.4,\;2.108)","(84.3, 2.10)",N,llm_only,10557
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.7,Materials: Metals,openai/o4-mini,text_only,2.827,2.83,N,llm_only,9830
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.8,Materials: Glasses,openai/o4-mini,text_only,4.62\times10^4,4.62E+04,N,llm_only,12535
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.9,Materials: Glasses,openai/o4-mini,text_only,0.65,0.65,Y,llm_only,9255
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.10,Materials: Glasses,openai/o4-mini,text_only,5.49\times10^4,5.49E+04,N,llm_only,14002
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.11,Materials: Metals,openai/o4-mini,text_only,"(6.61\times10^6,\;1.26\times10^7)","(6.61 \times 10^6, 12.6 \times 10^6)",Y,llm_only,14967
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.2,Materials: Metals,openai/o4-mini,text_only,1.0\times10^{29},1.04E+29,N,llm_only,9245
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.4,Materials: Metals,openai/o4-mini,text_only,1.75\times10^{-3},1.75E-03,Y,llm_only,7703
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.6,Materials: Semiconductors,openai/o4-mini,text_only,1.8\times10^{-19},4.39 \times 10^{-10},N,llm_only,14898
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.7,Materials: Metals,openai/o4-mini,text_only,2.54\times10^7,25.4 \times 10^{6},N,llm_only,16455
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.8,Materials: Metals,openai/o4-mini,text_only,3.10\times10^{-8},3.1E-08,N,llm_only,7390
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.10,Properties: Electrical,openai/o4-mini,text_only,1.7\times10^{10},1.7E+10,N,llm_only,9310
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.13,Properties: Thermal,openai/o4-mini,text_only,2.8\times10^{-13},2.8E-13,N,llm_only,13490
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.14,Materials: Semiconductors,openai/o4-mini,text_only,4.33\times10^{2},217,N,llm_only,18065
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.15,Materials: Semiconductors,openai/o4-mini,text_only,0.35,0.349,N,llm_only,14194
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.16,Materials: Semiconductors,openai/o4-mini,text_only,1.04\times10^{-5},1.04E-05,Y,llm_only,16280
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.18,Materials: Semiconductors,openai/o4-mini,text_only,106.6,107,N,llm_only,18567
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.19,Materials: Semiconductors,openai/o4-mini,text_only,12.9,1.03 \times 10^{21} \mathrm{~m}^{-3},N,llm_only,31929
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.22,Materials: Semiconductors,openai/o4-mini,text_only,1.83\times10^{-5},1.84E-05,Y,llm_only,23516
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.23,Materials: Semiconductors,openai/o4-mini,text_only,1.4\times10^{-6},1.26E-06,Y,llm_only,16654
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.24,Materials: Semiconductors,openai/o4-mini,text_only,"(0.9091,\;0.0909)","(0.909, 0.091)",Y,llm_only,12927
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.26,Materials: Semiconductors,openai/o4-mini,text_only,135,886,N,llm_only,20099
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.1,Structures: Composites,openai/o4-mini,text_only,4.97\times10^{-19},3.1,N,llm_only,11835
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.3,Materials: Polymers,openai/o4-mini,text_only,0.052,0.0519,N,llm_only,13365
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.5,Materials: Metals,openai/o4-mini,text_only,"(1.77,3.10)","(2.84 \times 10^{-19}, 4.97 \times 10^{-19})",N,llm_only,12044
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.6,Materials: Semiconductors,openai/o4-mini,text_only,8.44\times10^{-7},844,N,llm_only,12132
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.7,Materials: Glasses,openai/o4-mini,text_only,83.3,83.3,Y,llm_only,16188
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.8,Materials: Semiconductors,openai/o4-mini,text_only,4.79\times10^{-7},479,N,llm_only,8937
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.12,Materials: Metals,openai/o4-mini,text_only,16,16,Y,llm_only,12165
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 15.2,Materials: Hybrids,openai/o4-mini,text_only,23655000,2.37E+07,Y,llm_only,7941
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 15.3,Materials: Semiconductors,openai/o4-mini,text_only,843,844,Y,llm_only,9180
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 15.4,Materials: Metals,openai/o4-mini,text_only,1.68,1.68,N,llm_only,11049
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.1,Materials: Metals,openai/o4-mini,text_only,"(3.39\times10^{10},\;2.59\times10^{10})","(3.38e10, 2.59e10)",Y,llm_only,18986
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.3,Materials: Metals,openai/o4-mini,text_only,"(0.01922,\ 0.02635)","(19.23, 26.34)",N,llm_only,16272
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.5,Structures: Composites,openai/o4-mini,text_only,"(-2.05\times10^{-8},2.05\times10^{-8})","(20.9e-9, -20.9e-9)",N,llm_only,16224
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.6,Fundamental: Crystal Structure,openai/o4-mini,text_only,"(0.225, 0.414)","(0.225, 0.414)",Y,llm_only,19275
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.10,Materials: Polymers,openai/o4-mini,text_only,"(-83,-28)","(60, 60)",N,llm_only,26707
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.11,Materials: Polymers,openai/o4-mini,text_only,2.2\times10^3,794,N,llm_only,27305
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.5,Properties: Mechanical,openai/o4-mini,text_only,3.34,3.45,N,llm_only,10298
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.6,Materials: Polymers,openai/o4-mini,text_only,5.7\times10^{24},5.7E+24,Y,llm_only,25307
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.12,Fundamental: Crystal Structure,openai/o4-mini,text_only,"(\{[100],[010],[001],[-100],[0\!-\!10],[00\!-\!1]\},
\begin{array}{c}
\text{Sketch: coordinate axes with arrows:}\\
\quad\begin{array}{c}
\;z\\
\;↑\;[001]\quad\quad\quad[00\!-\!1]\;\downarrow\\
o\longrightarrow\;[100]\quad\longleftarrow\;[-100]\\
\;\bigl/\bigr.\quad[010]\quad\;\;\;[0\!-\!10]
\end{array}
\end{array}
)","([100],[010],[001][100],[0 \overline{1} 0],[00 \overline{1}], )",Y,llm_only,12749
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.13,Fundamental: Crystal Structure,openai/o4-mini,text_only,"(45,54.7356)","(45, 54.7)",Y,llm_only,11392
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.16,Materials: Metals,openai/o4-mini,text_only,"(0.2517,0.0410)","(4.03, 1.63)",N,llm_only,24863
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.17,Materials: Metals,openai/o4-mini,text_only,"(0.0703,\;0.1864)","(7.04, 18.5)",N,llm_only,34282
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.18,Properties: Mechanical,openai/o4-mini,text_only,2.40\times10^9,1.21,N,llm_only,17225
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.19,Properties: Mechanical,openai/o4-mini,text_only,\frac{4}{a^2\sqrt{3}},10.2,N,llm_only,22162
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.20,Materials: Semiconductors,openai/o4-mini,text_only,2.04\times10^{9},2.05,N,llm_only,18991
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 3.21,Materials: Semiconductors,openai/o4-mini,text_only,,7.27,N,llm_only,183341
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 4.3,Materials: Metals,openai/o4-mini,text_only,5.32\times10^{25},5.31E+25,N,llm_only,12357
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 4.4,Materials: Metals,openai/o4-mini,text_only,0.3209,0.320,N,llm_only,19953
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 6.7,Materials: Metals,openai/o4-mini,text_only,"(0.2866,0.2880)","(0.2864, 0.2887)",N,llm_only,22691
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 6.9,Materials: Metals,openai/o4-mini,text_only,4.24,4.08,N,llm_only,14212
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 7.1,Materials: Metals,openai/o4-mini,text_only,393,385,N,llm_only,9158
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 7.2,Materials: Ceramics,openai/o4-mini,text_only,4.875\times10^{-4},0.517,N,llm_only,9647
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 7.3,Materials: Metals,openai/o4-mini,text_only,2.0\times10^{6},1.86E+06,N,llm_only,16310
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 8.1,Materials: Metals,openai/o4-mini,text_only,0.308,\leq 0.20,N,llm_only,16314
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 9.1,Materials: Metals,openai/o4-mini,text_only,"(2,1,0)","(2, 1, 0)",N,llm_only,9838
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 11.1,Materials: Metals,openai/o4-mini,text_only,"(2.71,2.75)","(2.75, 2.91)",N,llm_only,20170
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 12.1,Materials: Polymers,openai/o4-mini,text_only,"(0.1214,0.0607)","(0.243, 0.121)",N,llm_only,20760
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 12.2,Materials: Polymers,openai/o4-mini,text_only,833,833,Y,llm_only,7703
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 12.7,Materials: Hybrids,openai/o4-mini,text_only,14.13,14.1,N,llm_only,6672
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 12.8,Materials: Glasses,openai/o4-mini,text_only,37.75,3.97E+04,N,llm_only,16308
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.2,Materials: Metals,openai/o4-mini,text_only,6.7\times10^{23},8.17E+23,N,llm_only,10252
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.6,Materials: Semiconductors,openai/o4-mini,text_only,3.3\times10^{-18},2.32E-09,N,llm_only,10650
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.7,Materials: Metals,openai/o4-mini,text_only,"(3.41\times10^7,9.87\times10^6)","(34.0e6, 10.0e6)",N,llm_only,18303
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.8,Materials: Metals,openai/o4-mini,text_only,3.04\times10^{-8},4.32E-08,N,llm_only,23255
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.13,Materials: Semiconductors,openai/o4-mini,text_only,"(3.99\times10^{-4},2.50\times10^{3})","(3.99e-4, 2.50e3)",Y,llm_only,11984
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.21,Materials: Semiconductors,openai/o4-mini,text_only,6.1\times10^3,2.2E+04,N,llm_only,22423
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.22,Materials: Semiconductors,openai/o4-mini,text_only,"(0.989,0.011)","(0.9944, 0.0056)",N,llm_only,13557
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 14.1,Properties: Mechanical,openai/o4-mini,text_only,2.84\times10^{-19},1.77,N,llm_only,14097
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 14.3,Materials: Polymers,openai/o4-mini,text_only,"(0.0388,\;0.0222)","(0.0362, 0.0222)",N,llm_only,12446
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 14.4,Properties: Optical,openai/o4-mini,text_only,0.0758,0.0758,Y,llm_only,8074
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 14.12,Materials: Metals,openai/o4-mini,text_only,8,8,Y,llm_only,10693
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 14.17,Materials: Ceramics,openai/o4-mini,text_only,"(0,80,0.89)","(0, 80, 0.89)",Y,llm_only,20036
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 15.7,Materials: Metals,openai/o4-mini,text_only,32.3,0.0323,N,llm_only,9717
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.1,Materials: Metals,openai/o4-mini,text_only,1.04\times10^{22},1.04E+22,Y,llm_only,11557
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.3,Materials: Semiconductors,openai/o4-mini,text_only,"(3.31\times10^{15},6.62\times10^{15})","(3.31e15, 6.62e15)",Y,llm_only,16615
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.5,Materials: Metals,openai/o4-mini,text_only,"(9.2\times10^{11},1.38\times10^{12})","(0.92e12, 1.38e12)",Y,llm_only,24465
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.7,Materials: Metals,openai/o4-mini,text_only,"(3.72\times10^{23},0.617)","(0.372e24, 0.617)",Y,llm_only,15406
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.9,Materials: Metals,openai/o4-mini,text_only,"(1.43,6.51\times10^{-4})","(1.41, 6.50e-4)",N,llm_only,39071
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.25,Materials: Ceramics,openai/o4-mini,text_only,2.6\times10^{-8},2.21E-08,N,llm_only,15747
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.27,Properties: Thermal,openai/o4-mini,text_only,\frac{\pi^2}{12},1.645,N,llm_only,26176
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.31,Materials: Elastomers,openai/o4-mini,text_only,"-84,-948","(60, 678)",N,llm_only,28004
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.35,Materials: Polymers,openai/o4-mini,text_only,60070,60068,N,llm_only,14637
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.49,Materials: Metals,openai/o4-mini,text_only,3.92\times10^2,392,N,llm_only,19923
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.15,Structures: Composites,openai/o4-mini,text_only,10.96,10.9,N,llm_only,15960
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.19,Materials: Polymers,openai/o4-mini,text_only,-1.33\times10^{-19},1.24,N,llm_only,43217
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.21,Materials: Polymers,openai/o4-mini,text_only,0.101,0.12,N,llm_only,55079
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.27,Fundamental: Crystal Structure,openai/o4-mini,text_only,"(26.565,26.565)","(26.6, 26.6)",Y,llm_only,20586
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.31,Fundamental: Diffusion & Kinetics,openai/o4-mini,text_only,[0-11],[0 \overline{1} 1],N,llm_only,20289
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.77,Materials: Metals,openai/o4-mini,text_only,"(100,\;002,\;101)","((100), (002), (101))",Y,llm_only,16028
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.13,Materials: Semiconductors,openai/o4-mini,text_only,"(8.00\times10^{-6},7.69\times10^{-6})","(8.00e-6, 7.69e-6)",Y,llm_only,20958
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.15,Materials: Semiconductors,openai/o4-mini,text_only,"(8.00\times10^{-6}, 8.84\times10^{-6})","(8.00e-6, 8.83e-6)",Y,llm_only,20879
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.17,Materials: Semiconductors,openai/o4-mini,text_only,5.0\times10^{21},5E+21,N,llm_only,11903
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.19,Materials: Semiconductors,openai/o4-mini,text_only,2.7\times 10^{23},2.69E+23,Y,llm_only,14126
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.21,Materials: Metals,openai/o4-mini,text_only,"\bigl(\tfrac{8}{3},\;\tfrac{4}{3}\bigr)","(2.67, 1.33)",Y,llm_only,18116
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.1,Materials: Ceramics,openai/o4-mini,text_only,4.99\times10^5,500,N,llm_only,19071
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.3,Materials: Ceramics,openai/o4-mini,text_only,2.9\times10^5,290,N,llm_only,17866
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.17,Materials: Metals,openai/o4-mini,text_only,4.18\times10^{-15},4.1E-15,Y,llm_only,23700
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.19,Materials: Metals,openai/o4-mini,text_only,1.6\times10^{-13},1.65E-13,Y,llm_only,21297
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.21,Materials: Metals,openai/o4-mini,text_only,2.64\times10^5,264,Y,llm_only,13125
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.25,Materials: Metals,openai/o4-mini,text_only,3.24\times10^{-4},3.24E-04,Y,llm_only,12724
