question_id,subject,model,mode,model_extracted_output,correct_answer,correct,notes,request_time_ms
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 9.7,Materials: Metals,openai/o4-mini,multimodal,0.36,0.360,Y,hybrid_llm_override,16978
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 9.8,Materials: Metals,openai/o4-mini,multimodal,"(9.37,\;29.8)","(9.40, 30.0)",Y,hybrid_llm_override,65819
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 9.9,Materials: Metals,openai/o4-mini,multimodal,"(595,\;1,\;577,\;236.36,\;3.78,\;10.86,\;84.97)","(595, 1, 577, 236, 3.8, 10.9, 85.0)",Y,hybrid_llm_override,36002
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 9.10,Materials: Metals,openai/o4-mini,multimodal,8.32,8.49,N,hybrid_llm_override,13843
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 9.11,Properties: Thermal,openai/o4-mini,multimodal,"(\alpha+L,\;C_\alpha\approx1.2,\;C_L\approx54.6,\;w_\alpha\approx8.6,\;w_L\approx91.4)","(11.1, 88.9, 52.1, 47.9)",N,hybrid_llm_override,56320
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 9.12,Materials: Ceramics,openai/o4-mini,multimodal,"(80,20)","(44.5, 55.5)",N,hybrid_llm_override,17957
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 10.2,Materials: Metals,openai/o4-mini,multimodal,"(10,\;1000)","(3.5, 480)",N,hybrid_llm_override,29073
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 10.3,Materials: Metals,openai/o4-mini,multimodal,"(\text{Austenite},,)","(30 \% \gamma + 70 \% \text{ fine pearlite }(\alpha + \mathrm{Fe}_{3} \mathrm{C}), 30 \% \text{ bainite }(\alpha + \mathrm{Fe}_{3} \mathrm{C}) + 70 \% \text{ fine pearlite }(\alpha + \mathrm{Fe}_{3} \mathrm{C}), 70 \% \text{ fine pearlite }(\alpha + \mathrm{Fe}_{3} \mathrm{C}) + \sim 30 \% \text{ martensite})",N,hybrid_llm_override,30055
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 10.4,Materials: Metals,openai/o4-mini,multimodal,"(417,\;253,\;943)","(420, 250, 940)",N,hybrid_llm_override,8478
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 10.8,Materials: Metals,openai/o4-mini,multimodal,"(8.41,\;4.50)","(8.49,8.49)",N,hybrid_llm_override,26499
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 10.10,Materials: Metals,openai/o4-mini,multimodal,61.5,62,N,hybrid_llm_override,15350
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 11.25,Materials: Metals,openai/o4-mini,multimodal,"\bigl(1.5\times10^{-2},\;99.985\bigr)","(3.62e-4, 99.999638)",N,hybrid_llm_override,80028
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.1,Materials: Polymers,openai/o4-mini,multimodal,0.081,0.162,N,hybrid_llm_override,25379
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 12.4,Materials: Polymers,openai/o4-mini,multimodal,8.4\times10^{24},8.43E+24,N,hybrid_llm_override,14867
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.1,Materials: Metals,openai/o4-mini,multimodal,2.95\times10^{7},2.95E+07,Y,hybrid_llm_override,11015
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.5,Properties: Thermal,openai/o4-mini,multimodal,2\times10^{-95},4.58E-48,N,hybrid_llm_override,28956
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.11,Materials: Semiconductors,openai/o4-mini,multimodal,"\bigl(1.25\times10^{-29},0\bigr)","(10.56 \times 10^{-30}, 0)",N,hybrid_llm_override,75967
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.12,Properties: Electrical,openai/o4-mini,multimodal,0.165,0.165,Y,hybrid_llm_override,12781
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 13.17,Materials: Semiconductors,openai/o4-mini,multimodal,2.1\times10^{-8},2.2E-08,N,hybrid_llm_override,11454
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.2,Materials: Glasses,openai/o4-mini,multimodal,43.3,43.3,Y,hybrid_llm_override,11252
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 14.11,Materials: Metals,openai/o4-mini,multimodal,"(0.56,\;4\times10^4)","(0.56, -4e4)",N,hybrid_llm_override,9834
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 15.5,Materials: Metals,openai/o4-mini,multimodal,3.1\times10^{16},3.13 \times 10^{16},N,hybrid_llm_override,9678
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 15.6,Materials: Metals,openai/o4-mini,multimodal,0.323,0.323,Y,hybrid_llm_override,9451
Introduction_to_Materials_Science_for_Engineers_Shackelford_Example 15.7,Materials: Metals,openai/o4-mini,multimodal,20.0,0.0201,N,hybrid_llm_override,9985
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 2.4,Materials: Metals,openai/o4-mini,multimodal,"(1s^22s^22p^63s^2,\;1s^22s^22p^6,\;1s^22s^22p^4,\;1s^22s^22p^6)","($1 s^2 2 s^2 2 p^6 3 s^2$, $1 s^2 2 s^2 2 p^6$, $1 s^2 2 s^2 2 p^4$, $1 s^2 2 s^2 2 p^6$)",Y,hybrid_llm_override,14419
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 9.7,Materials: Metals,openai/o4-mini,multimodal,0.0623,60.8,N,hybrid_llm_override,12300
Introduction_to_Materials_Science_for_Engineers_Shackelford_PP 13.14,Materials: Semiconductors,openai/o4-mini,multimodal,2.6\times10^{1},24.8,N,hybrid_llm_override,18814
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.15,Fundamental: Diffusion & Kinetics,openai/o4-mini,multimodal,1.47\times10^{-9},-1.49E-09,N,hybrid_llm_override,9602
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.33,Materials: Polymers,openai/o4-mini,multimodal,-47,335,N,hybrid_llm_override,21803
Introduction_to_Materials_Science_for_Engineers_Shackelford_2.51,Materials: Glasses,openai/o4-mini,multimodal,2.77\times10^{23},2.77E+23,N,hybrid_llm_override,16480
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.17,Properties: Mechanical,openai/o4-mini,multimodal,0.54,0.317,N,hybrid_llm_override,64322
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.53,Fundamental: Crystal Structure,openai/o4-mini,multimodal,"(0,0,0),\;(0,\tfrac12,\tfrac12),\;(\tfrac12,0,\tfrac12),\;(\tfrac12,\tfrac12,0)","(000, $\frac{1}{2} \frac{1}{2} 0$, $\frac{1}{2} 0 \frac{1}{2}$, 0 $\frac{1}{2} \frac{1}{2}$)",Y,hybrid_llm_override,12580
Introduction_to_Materials_Science_for_Engineers_Shackelford_3.67,Materials: Metals,openai/o4-mini,multimodal,\frac{4}{a^2\sqrt{3}},6.56,N,hybrid_llm_override,23539
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.9,Materials: Metals,openai/o4-mini,multimodal,4.17,0,N,hybrid_llm_override,12482
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.11,Properties: Optical,openai/o4-mini,multimodal,1,6.023E+23,N,hybrid_llm_override,20749
Introduction_to_Materials_Science_for_Engineers_Shackelford_4.25,Structures: Micro/Nano-structure,openai/o4-mini,multimodal,3,5.6,N,hybrid_llm_override,81200
Introduction_to_Materials_Science_for_Engineers_Shackelford_5.29,Materials: Metals,openai/o4-mini,multimodal,8.7\times10^4,86.6,N,hybrid_llm_override,19751
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.13,Materials: Metals,openai/o4-mini,multimodal,"(78.6,32.5)","(78.5, 31.3)",Y,hybrid_llm_override,19636
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.15,Materials: Ceramics,openai/o4-mini,multimodal,"(29.7,\;5.1\times10^{4})","(29.7, 5.10e4)",Y,hybrid_llm_override,11559
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.21,Materials: Polymers,openai/o4-mini,multimodal,"(1000,1500)","(1.11, 1.54)",N,hybrid_llm_override,14416
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.31,Materials: Metals,openai/o4-mini,multimodal,"((1\bar11)[110],(1\bar11)[011],(11\bar1)[011],(11\bar1)[101],(\bar111)[101],(\bar111)[110])","((1̄11)[110], ( \overline{1} 11)[110],(11 \overline{1})[101],(\overline{1} 11)[101], (111)[011], (171)[011])",N,hybrid_llm_override,45357
Introduction_to_Materials_Science_for_Engineers_Shackelford_6.39,Materials: Metals,openai/o4-mini,multimodal,280,400,N,hybrid_llm_override,12277
Introduction_to_Materials_Science_for_Engineers_Shackelford_7.13,Materials: Ceramics,openai/o4-mini,multimodal,1.5\times 10^{9},357,N,hybrid_llm_override,16648
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.25,Materials: Metals,openai/o4-mini,multimodal,100,91,N,hybrid_llm_override,9509
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.31,Materials: Polymers,openai/o4-mini,multimodal,6.7,6.67,N,hybrid_llm_override,12682
Introduction_to_Materials_Science_for_Engineers_Shackelford_8.37,Materials: Metals,openai/o4-mini,multimodal,0.045,0.046,N,hybrid_llm_override,13104
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.17,Materials: Metals,openai/o4-mini,multimodal,"(1.00,\;0.00,\;0.50,\;0.50,\;0.50,\;0.50)","(1, 0, 0.667, 0.333, 0, 1)",N,hybrid_llm_override,64464
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.23,Materials: Metals,openai/o4-mini,multimodal,0.76,760,N,hybrid_llm_override,11148
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.25,Materials: Metals,openai/o4-mini,multimodal,,3,N,hybrid_llm_override,195863
Introduction_to_Materials_Science_for_Engineers_Shackelford_9.33,Materials: Ceramics,openai/o4-mini,multimodal,21.2,18.6,N,hybrid_llm_override,13080
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.5,Structures: Surface Texture,openai/o4-mini,multimodal,r_{c} = \frac{2\sigma}{\Delta G_{v}},-2 \sigma / \Delta G_v,Y,hybrid_llm_override,6424
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.13,Materials: Metals,openai/o4-mini,multimodal,686,710,N,hybrid_llm_override,52015
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.35,Materials: Metals,openai/o4-mini,multimodal,9.8\times10^4,98.0,N,hybrid_llm_override,9914
Introduction_to_Materials_Science_for_Engineers_Shackelford_10.43,Materials: Ceramics,openai/o4-mini,multimodal,"(900,\;800,\;930)","(503, 448, 521)",N,hybrid_llm_override,25683
Introduction_to_Materials_Science_for_Engineers_Shackelford_11.9,Materials: Ceramics,openai/o4-mini,multimodal,"(72.35,\;27.65)","(72.4, 27.6)",Y,hybrid_llm_override,16093
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.5,Materials: Polymers,openai/o4-mini,multimodal,35.8,35.8,N,hybrid_llm_override,11383
Introduction_to_Materials_Science_for_Engineers_Shackelford_12.49,Materials: Polymers,openai/o4-mini,multimodal,4.42\times10^{4},4.92E+04,N,hybrid_llm_override,9620
Introduction_to_Materials_Science_for_Engineers_Shackelford_13.1,Materials: Metals,openai/o4-mini,multimodal,"5.50\times10^{1},\;3.14\times10^{-9},\;7.85\times10^{-19}","(55.0, 3.14e-9, 7.85e-19)",Y,hybrid_llm_override,16928
Introduction_to_Materials_Science_for_Engineers_Shackelford_14.55,Materials: Metals,openai/o4-mini,multimodal,"3.83\times10^5,\;13.0\","(38e4, 14)",N,hybrid_llm_override,18778
Introduction_to_Materials_Science_for_Engineers_Shackelford_15.35,Materials: Metals,openai/o4-mini,multimodal,15.7,0.0157,N,hybrid_llm_override,16442
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.1,Fundamental: Crystal Structure,openai/o4-mini,multimodal,"\bigl(\pi/6,\;\pi\sqrt2/6,\;\pi\sqrt3/8\bigr)","(0.52, 0.74, 0.68)",Y,hybrid_llm_override,13099
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.2,Materials: Metals,openai/o4-mini,multimodal,"(110,111)","([110], [111])",Y,hybrid_llm_override,8370
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.3,Fundamental: Crystal Structure,openai/o4-mini,multimodal,0\;1\;0,-110,N,hybrid_llm_override,53476
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 1.6,Materials: Metals,openai/o4-mini,multimodal,"(5.43,\;2.33)","(5.4317, 2.33)",N,hybrid_llm_override,12766
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 5.9,Materials: Semiconductors,openai/o4-mini,multimodal,"(10.04,\;30)","(10.04, 30)",N,hybrid_llm_override,7799
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 7.6,Materials: Semiconductors,openai/o4-mini,multimodal,6.8,6.82,N,hybrid_llm_override,19746
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 9.3,Materials: Semiconductors,openai/o4-mini,multimodal,0.81,1,N,hybrid_llm_override,17906
Electronic_Magnetic_and_Optical_Materials_Fulay_Example 10.4,Materials: Ceramics,openai/o4-mini,multimodal,"(1.12\times10^{-10},\;2.8\times10^{-7})","($139.9 \times 10^{-12}$, $0.348 \times 10^{-6}$)",N,hybrid_llm_override,12790
Fundamentals_of_Materials_Instructors_Example 2.9,Materials: Metals,openai/o4-mini,multimodal,"([Ne]3s^2,\;[Ar],\;[Kr]4d^{10},\;[Kr],\;[Xe],\;[Ar]3d^8)","($1 s^{2} 2 s^{2} 2 p^{6}$, $1 s^{2} 2 s^{2} 2 p^{6} 3 s^{2} 3 p^{6}$, $1 s^{2} 2 s^{2} 2 p^{6} 3 s^{2} 3 p^{6} 3 d^{10} 4 s^{2} 4 p^{6} 4 d^{10}$, $1 s^{2} 2 s^{2} 2 p^{6} 3 s^{2} 3 p^{6} 3 d^{10} 4 s^{2} 4 p^{6}$, $1 s^{2} 2 s^{2} 2 p^{6} 3 s^{2} 3 p^{6} 3 d^{10} 4 s^{2} 4 p^{6} 4 d^{10} 5 s^{2} 5 p^{6}$, $1 s^{2} 2 s^{2} 2 p^{6} 3 s^{2} 3 p^{6} 3 d^{8}$)",N,hybrid_llm_override,16196
Fundamentals_of_Materials_Instructors_Example 2.25,Properties: Thermal,openai/o4-mini,multimodal,"(73.4,6.1,93.4,14.8,51.5)","(73.4, 6.1, 93.4, 14.8, 51.4)",N,hybrid_llm_override,18433
Fundamentals_of_Materials_Instructors_Example 3.11,Materials: Metals,openai/o4-mini,multimodal,5.07,5.07,N,hybrid_llm_override,13301
Fundamentals_of_Materials_Instructors_Example 3.15,Fundamental: Crystal Structure,openai/o4-mini,multimodal,BCC,BCC,Y,hybrid_llm_override,22419
Fundamentals_of_Materials_Instructors_Example 3.24,Materials: Metals,openai/o4-mini,multimodal,0.414,0.414,Y,hybrid_llm_override,13151
Fundamentals_of_Materials_Instructors_Example 3.30,Materials: Metals,openai/o4-mini,multimodal,0.682,0.684,N,hybrid_llm_override,12800
Fundamentals_of_Materials_Instructors_Example 3.35,Fundamental: Crystal Structure,openai/o4-mini,multimodal,3.33,3.32,Y,hybrid_llm_override,23949
Fundamentals_of_Materials_Instructors_Example 3.42,Materials: Semiconductors,openai/o4-mini,multimodal,\frac{\pi\sqrt{3}}{16}\approx0.340,0.340,N,hybrid_llm_override,17496
Fundamentals_of_Materials_Instructors_Example 3.44,Materials: Metals,openai/o4-mini,multimodal,8.49,8.49,Y,hybrid_llm_override,33248
Fundamentals_of_Materials_Instructors_Example 3.66,Materials: Metals,openai/o4-mini,multimodal,,"((2 1 1), (0 -1 0))",N,hybrid_llm_override,257924
Fundamentals_of_Materials_Instructors_Example 3.68,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"($(11\bar{1})$, (230))",N,hybrid_llm_override,258051
Fundamentals_of_Materials_Instructors_Example 3.69,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"($(1\bar{1}0), (122))",N,hybrid_llm_override,287829
Fundamentals_of_Materials_Instructors_Example 3.70,Fundamental: Crystal Structure,openai/o4-mini,multimodal,,"($(21\bar{1})$, $(02\bar{1})$)",N,hybrid_llm_override,209278
Fundamentals_of_Materials_Instructors_Example 3.76,Materials: Metals,openai/o4-mini,multimodal,196,42.7,N,hybrid_llm_override,88259
Fundamentals_of_Materials_Instructors_Example 4.2,Materials: Polymers,openai/o4-mini,multimodal,"(100.02,\;100.11,\;226.32,\;192.16)","(100.02, 100.11, 226.32, 192.16)",Y,hybrid_llm_override,19406
Fundamentals_of_Materials_Instructors_Example 4.3,Materials: Polymers,openai/o4-mini,multimodal,4800,4800,Y,hybrid_llm_override,13192
Fundamentals_of_Materials_Instructors_Example 4.4,Materials: Polymers,openai/o4-mini,multimodal,"(42.08,631200)","(42.08, 631200)",Y,hybrid_llm_override,10650
Fundamentals_of_Materials_Instructors_Example 4.9,Materials: Polymers,openai/o4-mini,multimodal,"(1.35\times10^{-6},1.59\times10^{-8})","(2682, 22.5)",N,hybrid_llm_override,16839
Fundamentals_of_Materials_Instructors_Example 4.17,Materials: Polymers,openai/o4-mini,multimodal,9.8\times10^{4},97700,N,hybrid_llm_override,14313
Fundamentals_of_Materials_Instructors_Example 4.19,Materials: Polymers,openai/o4-mini,multimodal,51\!:\!7,4.0,N,hybrid_llm_override,41459
Fundamentals_of_Materials_Instructors_Example 4.21,Materials: Polymers,openai/o4-mini,multimodal,"(0.32,0.68)","(0.32, 0.68)",N,hybrid_llm_override,12101
Fundamentals_of_Materials_Instructors_Example 4.24,Materials: Polymers,openai/o4-mini,multimodal,1,1,Y,hybrid_llm_override,33977
Fundamentals_of_Materials_Instructors_Example 5.9,Materials: Metals,openai/o4-mini,multimodal,1,"(7.70, 2.98e13, 24.45)",N,hybrid_llm_override,70647
Fundamentals_of_Materials_Instructors_Example 5.18,Materials: Metals,openai/o4-mini,multimodal,"\bigl((√2−1) R,\;\tfrac{√6−2}{2} R\bigr)","(0.414R, 0.225R)",Y,hybrid_llm_override,20163
Fundamentals_of_Materials_Instructors_Example 5.19,Properties: Mechanical,openai/o4-mini,multimodal,r = R\bigl(\sqrt{\tfrac{5}{3}}-1\bigr),0.291R,N,hybrid_llm_override,32980
Fundamentals_of_Materials_Instructors_Example 5.35,Materials: Metals,openai/o4-mini,multimodal,4.05,0.4050,Y,hybrid_llm_override,35039
Fundamentals_of_Materials_Instructors_Example 5.40,Materials: Metals,openai/o4-mini,multimodal,1.55\times10^{-3},1.55E-03,Y,hybrid_llm_override,23928
Fundamentals_of_Materials_Instructors_Example 5.60,Materials: Metals,openai/o4-mini,multimodal,"(0.0982,\;3.09)","(0.098, 3.41)",N,hybrid_llm_override,53972
Fundamentals_of_Materials_Instructors_Example 5.61,Materials: Metals,openai/o4-mini,multimodal,"(60,6)","(0.072, 4.26)",N,hybrid_llm_override,27128
Fundamentals_of_Materials_Instructors_Example 6.4,Materials: Metals,openai/o4-mini,multimodal,⟨101⟩,<1 1 0>,N,hybrid_llm_override,50205
Fundamentals_of_Materials_Instructors_Example 6.5,Materials: Metals,openai/o4-mini,multimodal,\langle 111\rangle,<1 1 0>,N,hybrid_llm_override,30855
Fundamentals_of_Materials_Instructors_Example 6.16,Materials: Metals,openai/o4-mini,multimodal,3.17\times10^3,3215,Y,hybrid_llm_override,35438
Fundamentals_of_Materials_Instructors_Example 6.18,Materials: Metals,openai/o4-mini,multimodal,1062,1010,N,hybrid_llm_override,37025
Fundamentals_of_Materials_Instructors_Example 6.29,Materials: Metals,openai/o4-mini,multimodal,"(1.91\times10^{5},1.0\times10^{-5})","(212200, 2.65e-4)",N,hybrid_llm_override,40762
Fundamentals_of_Materials_Instructors_Example 6.30,Materials: Metals,openai/o4-mini,multimodal,"(2.8\times10^{5},1.9\times10^{-9})","(470200, 2.44e-4)",N,hybrid_llm_override,27403
Fundamentals_of_Materials_Instructors_Example 6.36,Materials: Metals,openai/o4-mini,multimodal,1360,1360,N,hybrid_llm_override,19750
Fundamentals_of_Materials_Instructors_Example 6.37,Materials: Metals,openai/o4-mini,multimodal,15.0,15.1,N,hybrid_llm_override,10838
Fundamentals_of_Materials_Instructors_Example 7.10,Materials: Metals,openai/o4-mini,multimodal,0.46,0.43,N,hybrid_llm_override,30465
Fundamentals_of_Materials_Instructors_Example 7.13,Properties: Mechanical,openai/o4-mini,multimodal,E \propto \frac{(n-1)A^{\tfrac{n+2}{n-1}}}{(nB)^{\tfrac{3}{n-1}}},"$$
\left(\frac{d F}{d r}\right){r{0}}=-\frac{2 A}{\left(\frac{A}{n B}\right)^{3 /(1-n)}}+\frac{(n)(n+1) B}{\left(\frac{A}{n B}\right)^{(n+2) /(1-n)}}
$$",N,hybrid_llm_override,19037
Fundamentals_of_Materials_Instructors_Example 7.23,Materials: Metals,openai/o4-mini,multimodal,"(0.13,\;0.0045)","(0.15, 5.25e-3)",N,hybrid_llm_override,30368
Fundamentals_of_Materials_Instructors_Example 7.26,Materials: Metals,openai/o4-mini,multimodal,"(200,\;1000,\;1120,\;1950)","(210, 1370, 1600, 1950)",N,hybrid_llm_override,48433
Fundamentals_of_Materials_Instructors_Example 7.27,Materials: Metals,openai/o4-mini,multimodal,0.0101,9.7,N,hybrid_llm_override,14804
Fundamentals_of_Materials_Instructors_Example 7.28,Materials: Metals,openai/o4-mini,multimodal,17.1,8.5,N,hybrid_llm_override,41254
Fundamentals_of_Materials_Instructors_Example 7.29,Materials: Metals,openai/o4-mini,multimodal,3.78\times10^{4},37800,N,hybrid_llm_override,23203
Fundamentals_of_Materials_Instructors_Example 7.52,Materials: Metals,openai/o4-mini,multimodal,"(120.18,\;123.19)","(120, 121.44)",N,hybrid_llm_override,52484
Fundamentals_of_Materials_Instructors_Example 7.53,Materials: Metals,openai/o4-mini,multimodal,"\bigl(8.74\times10^{-3},\;1.45\times10^{-2},\;618.9\bigr)","(0.0087, 0.0113, 616.9)",N,hybrid_llm_override,43134
Fundamentals_of_Materials_Instructors_Example 7.62,Properties: Mechanical,openai/o4-mini,multimodal,2.0\times10^9,3.3,N,hybrid_llm_override,25287
Fundamentals_of_Materials_Instructors_Example 7.72,Materials: Metals,openai/o4-mini,multimodal,"(200.5,\ 1.45)","(200.5, 1.45)",N,hybrid_llm_override,19237
Fundamentals_of_Materials_Instructors_Example 7.73,Materials: Metals,openai/o4-mini,multimodal,"(710,0.88)","(710, 0.880)",N,hybrid_llm_override,15798
Fundamentals_of_Materials_Instructors_Example 7.74,Properties: Mechanical,openai/o4-mini,multimodal,"(0.0527,519)","(0.0527, 519)",Y,hybrid_llm_override,14957
Fundamentals_of_Materials_Instructors_Example 8.26,Materials: Metals,openai/o4-mini,multimodal,6.9\times10^{-3},6.94E-03,Y,hybrid_llm_override,35899
Fundamentals_of_Materials_Instructors_Example 8.28,Materials: Metals,openai/o4-mini,multimodal,20,13,N,hybrid_llm_override,15858
Fundamentals_of_Materials_Instructors_Example 8.31,Materials: Metals,openai/o4-mini,multimodal,6.86,7.2,N,hybrid_llm_override,10840
Fundamentals_of_Materials_Instructors_Example 8.38,Materials: Metals,openai/o4-mini,multimodal,"(5×10^4,\;2.5×10^2)","(3000, 80)",N,hybrid_llm_override,48932
Fundamentals_of_Materials_Instructors_Example 8.44,Materials: Metals,openai/o4-mini,multimodal,124,124,N,hybrid_llm_override,11144
Fundamentals_of_Materials_Instructors_Example 8.59,Materials: Elastomers,openai/o4-mini,multimodal,0.35,0.174,N,hybrid_llm_override,17805
